282, The sheep are shown. I am sitting on a gravel road. It looks like a wild sheep. I have three heads sitting. Flowers are all growing. Two heads are like child. ," There are three white animal sitting together on the ground of gravel. It looks like a parent and child, with a mountain of green rising in the background. It's a cozy ground. ", There are two sheep on the stoney ground and I am watching here. There is a green mountain behind. I thought that it was one piece of beautiful nature. ," There are three sheep sitting on the mountain of nature, and resting. Grass is green in the back, gravel spreads in front but small grasses and flower are bloom even with gravel.",
285, You can see the child and their parent looking at the state of the game in a place like a toy shop hanging stuffed animal on the ceiling and walls. ," There is a hole in the center of the store with plenty of stuffed animal, it seems like a game where you can play a game by throwing a ball there. For child, it would be fun ", There are girl and their parent around the square frame. The girl is throwing the ball to the round hole in the square frame. Many stuffed animal are hanging. ," There is a game corner, and family are playing. Here seems to be playing a game that puts a ball in a hole, and plenty of plush toys considering as prizes are decoration a lot. One girl already had a stuffed animal, so it could have won fine. I want you to work hard in the next.",
293, Five boats are lined up. It seems like a passenger ship from the size of the ship and a life boat provided on the ship. , There are five giant luxury liner lined in the sea port of the emerald green. It is as high as a skyscraper from the pier and has a sense of intimidation. , It shows the state of the port. There are several large boats in the port. It looks like a luxury liner. All the ships in line are white. ," I wondered where the place where we could not have seen such a big passenger ship was so many. And, I wanted to ride once.",
308," A great number of sign are lining up. Where is here? For example, it is a countryside shop in Japanese. There are many shops. "," There are streets where overseas shops line up. The signboard of the shop is written in English, but it seems that there is no person and it is not popular. "," There are streets where many small shops are lining up. Each one has a big sign and a lot of letters are written. It seems that it is rain, and some people are holding umbrellas. "," There are roadside shops where various signboards line up, people walking in front of the sidewalk with hoods and umbrellas walking, it seems to be rain.",
312, There are man running a red brown decoyed earth on a bicycle. There seems to be three. The land seems to be very dry. Grass is growing in mottills. , The ground of a brown color spreading over the entire screen is spreading. I thought that there were trees growing in places and places where crops are not likely to grow. ," In the scorching sun, three young man are on mountain bikes. I think that it is important to drink so as not to become a heat stroke. "," Where is this place? I am climbing the mountain by bicycle, is it okay? I also feel like train.",
313," The background is dark and one woman is reflected in the center. Yellow glove, pink tank top, lips are thin, blonde hair fighting pose is cool ", A woman who came with a pink tank top gathers woman hair in one behind and a yellow glove on both hand I am looking forward to it. hand are blurry. , woman are doing exercises like things like gloves. It is like boxing as I holding my hand. The punching is about to hit., There is a woman in the form of a pink tank top. I wear a yellow glove. It seems to be taking a fighting pose.,
316, You can see the blue sea. Gradation is beautiful. Land can be seen in the back right. There is also a building. In the lower right there is a person sleeping with a parasol in the veranda. ," The ocean which is the color of the emerald green is spreading throughout. There is a white building terrace, white parasols lining up. I want to spend the entire day at this place. ", In the white hotel at the beach you can see a person lined with umbrellas and enjoying the sunbathing. On the other side of the sea you can see the island and feel like a resort. , Sea of ​​resort area. A white balcony in front. Beyond the sea there are high rise building such as resort hotels or apartments.,
321," Under a slightly dull sky, a man is calling from a black public phone. I have never seen a phone, so I would like to try it once. ", It shows that a man wearing a black hat in the center of the screen is calling with a public phone. I had a serious look and I was worried about what happening. ," A long hair man wearing a black hat and a jumper is hanging woman hair behind woman and is making a calling with a public phone. My mouth was tight, and I wonder if there was something troubled. ", A black hat and a man wearing a black jumper are talking on a public phone. I bind long hair at the back. A silver passenger car is set next to it. , The man who is wearing a black hat is calling from a public phone. The man is holding man long hair at the back. The year is around 50 to 60 years old. Upper body The whole body black is a little noisy impression.
332," Is it an airport? A lot of people are walking. Some people have luggage, or are those who do not have them off? "," The situation in the airport is reflected in the whole. It is filled with lots of people, it is a very large airport and I want to stop by a dutyfree shop. ", It is full of Asian travelers somewhere in the airport. On the left side there is something like an advertisement booth and it seems that there is a very common airport. ," It looks like an airport lobby. The floor is white and shiny, and the shadows are reflected. It seems that it is hot outside because there are many people who are lightly dressed like a half sleeve.",
333," image of the river and the bridges and ships there, the cityscape and the sky were in a well balanced manner. Europe from the atmosphere of the city. I thought that it was fashionable, and I thought that I would like to live in these places. "," There is a large river, and to the left there is a beautiful city. There are two small boats in the river. Honorable and pretty houses line up. I got the impression like a city of water. Also the stone bridge on the river felt quite old and felt like a city with a history. "," Enchanting the landscape like a postcard. A beautiful building like this miniature, even the shape of the cloud is artistic and I am concerned about which country. ", A lot of small boats are floating in a quiet ocean or canal without waves. There is a stone bridge over there. There are lots of white wall houses on the bank.,
338, A lot of black child are reflected. Every child has a look like a strange face. There is no one smiling. , A lot of black child are running up to the center. I had a steep look and I was wondering what I was thinking. ," A lot of black child are reflected in the camera's eye. But since everybody face is not laughing, it seems to be appealinging something. "," A lot of black boy are having a rugged look towards the camera. Whether it's also an entertainment or somewhat, I feel the atmosphere of a murderous death.",
